group,alpha_idx,lambda_idx,alpha,lam,seed,final_step_measured,fourier_sparsity,circularity_top_freq,weight_norm_total,embedding_stable_rank,embedding_effective_rank,lm_head_effective_rank,dom_freq_0,dom_freq_1,dom_freq_2,dom_freq_3,dom_freq_4,source_file,first_step,first_fourier_sparsity,first_circularity_top_freq,first_weight_norm_total,first_embedding_stable_rank,first_embedding_effective_rank,first_lm_head_effective_rank,phase,t_train,t_test,final_step,delta_fourier_sparsity,delta_circularity_drop,dominant_freqs,top_canonical_freq,fourier_score,fourier_sparsity_pct_in_group,circularity_good_pct_in_group,fourier_evidence,mechanism_call
A,2,5,0.3,3.162278,0,100000,0.4120595455169678,0.287383496761322,30.024494171142578,23.914060592651367,55.80390930175781,,20.0,93.0,61.0,52.0,45.0,results/scans/A_p113_phase1.partial.parquet,100,0.36150801181793213,0.329258531332016,17.091903686523438,8.010771751403809,49.44579315185547,,comprehend,1000.0,10000.0,100000,0.050551533699035645,0.04187503457069397,"20,93,61,52,45",20.0,33.18,0.85,0.7,weak,generalizes_but_fourier_weak
B,1,2,0.2,0.1,0,100000,0.4865323305130005,0.18430402874946594,26.4621639251709,9.12927532196045,60.045082092285156,,18.0,95.0,57.0,56.0,30.0,results/scans/B_p113_phase1.partial.parquet,100,0.6878293752670288,0.28347140550613403,21.574878692626953,9.080361366271973,46.556793212890625,,comprehend,1000.0,10000.0,100000,-0.20129704475402832,0.09916737675666809,"18,95,57,56,30",18.0,47.1,0.7619047619047619,0.9047619047619048,moderate,fourier_like_moderate
B,1,3,0.2,0.316228,0,100000,0.4690724015235901,0.18892578780651093,24.257884979248047,27.652080535888672,56.961116790771484,,40.0,73.0,95.0,18.0,38.0,results/scans/B_p113_phase1.partial.parquet,100,0.6922720074653625,0.28538307547569275,21.160621643066406,8.969271659851074,46.34469223022461,,comprehend,1000.0,10000.0,100000,-0.22319960594177246,0.09645728766918182,"40,73,95,18,38",40.0,44.99,0.6190476190476191,0.8095238095238095,moderate,fourier_like_moderate
B,1,4,0.2,1.0,0,100000,0.41872158646583557,0.35853615403175354,29.848543167114258,18.315582275390625,58.65777587890625,,30.0,83.0,80.0,33.0,56.0,results/scans/B_p113_phase1.partial.parquet,100,0.7055503726005554,0.28930342197418213,19.926334381103516,8.611638069152832,45.633384704589844,,comprehend,1000.0,10000.0,100000,-0.28682878613471985,-0.06923273205757141,"30,83,80,33,56",30.0,26.76,0.3333333333333333,0.23809523809523814,weak,generalizes_but_fourier_weak
B,1,5,0.2,3.162278,0,100000,0.38503068685531616,0.3363513648509979,30.5440731048584,25.056657791137695,59.10988235473633,,30.0,83.0,75.0,38.0,40.0,results/scans/B_p113_phase1.partial.parquet,100,0.7400571703910828,0.31124526262283325,16.54409408569336,7.65674352645874,43.42744445800781,,comprehend,1000.0,1000.0,100000,-0.3550264835357666,-0.025106102228164673,"30,83,75,38,40",30.0,25.12,0.19047619047619047,0.33333333333333337,weak,generalizes_but_fourier_weak
B,2,0,0.3,0.01,0,100000,0.4863356351852417,0.4692372977733612,261.5939025878906,1.0351438522338867,20.37141990661621,,30.0,83.0,99.0,14.0,38.0,results/scans/B_p113_phase1.partial.parquet,100,0.7444877624511719,0.17088355123996735,21.332454681396484,6.266073226928711,45.13632583618164,,comprehend,1000.0,1000.0,100000,-0.2581521272659302,-0.29835374653339386,"30,83,99,14,38",30.0,24.92,0.7142857142857143,0.04761904761904767,weak,generalizes_but_fourier_weak
B,2,1,0.3,0.031623,0,100000,0.4808511435985565,0.294101744890213,68.96058654785156,1.3275598287582397,42.059574127197266,,30.0,83.0,75.0,38.0,14.0,results/scans/B_p113_phase1.partial.parquet,100,0.7445055246353149,0.17289473116397858,21.29525375366211,6.263007164001465,45.120819091796875,,comprehend,1000.0,1000.0,100000,-0.2636543810367584,-0.12120701372623444,"30,83,75,38,14",30.0,37.99,0.6666666666666666,0.4285714285714286,moderate,fourier_like_moderate
B,2,2,0.3,0.1,0,100000,0.46653690934181213,0.22530843317508698,25.049104690551758,20.59493064880371,59.35688018798828,,30.0,83.0,75.0,38.0,14.0,results/scans/B_p113_phase1.partial.parquet,100,0.7450178265571594,0.17332635819911957,21.16617202758789,6.229198932647705,45.05185317993164,,comprehend,1000.0,1000.0,100000,-0.2784809172153473,-0.05198207497596741,"30,83,75,38,14",30.0,41.91,0.5714285714285714,0.7142857142857143,moderate,fourier_like_moderate
B,2,3,0.3,0.316228,0,100000,0.4232010245323181,0.20161046087741852,25.072078704833984,25.06695556640625,57.92448425292969,,30.0,83.0,75.0,38.0,41.0,results/scans/B_p113_phase1.partial.parquet,100,0.7484942674636841,0.1722722351551056,20.750408172607422,6.1410813331604,44.80494689941406,,comprehend,1000.0,1000.0,100000,-0.32529324293136597,-0.029338225722312927,"30,83,75,38,41",30.0,39.42,0.38095238095238093,0.7619047619047619,moderate,fourier_like_moderate
B,2,4,0.3,1.0,0,100000,0.4279935956001282,0.26384860277175903,26.49230194091797,21.63031768798828,58.11832046508789,,38.0,75.0,72.0,41.0,30.0,results/scans/B_p113_phase1.partial.parquet,100,0.7567502856254578,0.17588108777999878,19.48666763305664,5.901671886444092,44.14176940917969,,comprehend,1000.0,1000.0,100000,-0.3287566900253296,-0.08796751499176025,"38,75,72,41,30",38.0,35.06,0.42857142857142855,0.5714285714285714,moderate,fourier_like_moderate
B,2,5,0.3,3.162278,0,100000,0.40060529112815857,0.3550429940223694,29.36444664001465,22.962650299072266,54.00823974609375,,41.0,72.0,75.0,38.0,30.0,results/scans/B_p113_phase1.partial.parquet,100,0.7846230864524841,0.1880577653646469,16.062034606933594,5.065574645996094,41.77377700805664,,comprehend,1000.0,1000.0,100000,-0.38401779532432556,-0.16698522865772247,"41,72,75,38,30",41.0,25.22,0.23809523809523808,0.2857142857142857,weak,generalizes_but_fourier_weak
B,3,1,0.4,0.031623,0,100000,0.5292016863822937,0.2725723683834076,66.98126983642578,1.3165785074234009,39.359432220458984,,41.0,72.0,83.0,30.0,18.0,results/scans/B_p113_phase1.partial.parquet,100,0.759718120098114,0.1503455638885498,21.17691421508789,5.977703094482422,43.75358581542969,,comprehend,1000.0,1000.0,100000,-0.2305164337158203,-0.12222680449485779,"41,72,83,30,18",41.0,44.5,1.0,0.5238095238095238,moderate,fourier_like_moderate
B,3,2,0.4,0.1,0,100000,0.5028263926506042,0.16148824989795685,24.056867599487305,22.06907844543457,54.854801177978516,,41.0,72.0,83.0,30.0,31.0,results/scans/B_p113_phase1.partial.parquet,100,0.7602860927581787,0.1533096581697464,21.040433883666992,5.913682460784912,43.66054916381836,,comprehend,1000.0,1000.0,100000,-0.25745970010757446,-0.00817859172821045,"41,72,83,30,31",41.0,50.5,0.8095238095238095,0.9523809523809523,moderate,fourier_like_moderate
C,1,4,0.2,1.0,0,100000,0.801827609539032,0.18087947368621826,33.341426849365234,7.873878479003906,36.291568756103516,60.084747314453125,30.0,83.0,112.0,1.0,5.0,results/scans/C_p113_phase1.parquet,100,0.3374907374382019,0.3135058879852295,20.105937957763672,12.406585693359375,56.5203742980957,42.86682891845703,comprehend,1000.0,1000.0,100000,0.4643368721008301,0.13262641429901123,"30,83,112,1,5",30.0,86.81,0.37037037037037035,0.5,strong,fourier_like_strong
C,2,4,0.3,1.0,0,100000,0.5761513710021973,0.3868297040462494,36.23512649536133,5.9085540771484375,36.820220947265625,42.8261833190918,3.0,110.0,80.0,33.0,40.0,results/scans/C_p113_phase1.parquet,100,0.29694414138793945,0.3981923460960388,20.108461380004883,11.930070877075195,56.357479095458984,42.88660430908203,comprehend,1000.0,1000.0,100000,0.2792072296142578,0.011362642049789429,"3,110,80,33,40",3.0,45.37,0.037037037037037035,0.07407407407407407,moderate,fourier_like_moderate
C,3,2,0.4,0.1,0,100000,0.8444804549217224,0.23210248351097107,27.362825393676758,7.424153804779053,35.89053726196289,61.07109069824219,30.0,83.0,73.0,40.0,18.0,results/scans/C_p113_phase1.parquet,100,0.34448519349098206,0.27900588512420654,21.47994613647461,12.646377563476562,55.93605041503906,41.40363311767578,comprehend,1000.0,1000.0,100000,0.49999526143074036,0.046903401613235474,"30,83,73,40,18",30.0,87.63,0.5925925925925926,0.35185185185185186,strong,fourier_like_strong
C,3,3,0.4,0.316228,0,100000,0.847118079662323,0.13980290293693542,32.399147033691406,6.662359237670898,33.95374298095703,55.13047409057617,40.0,73.0,104.0,9.0,30.0,results/scans/C_p113_phase1.parquet,100,0.3474026620388031,0.27882999181747437,21.072193145751953,12.939828872680664,55.89874267578125,41.219940185546875,comprehend,1000.0,10000.0,100000,0.4997154176235199,0.13902708888053894,"40,73,104,9,30",40.0,95.07,0.6296296296296297,0.7037037037037037,strong,fourier_like_strong
C,3,4,0.4,1.0,0,100000,0.8515982627868652,0.2644907236099243,33.603187561035156,7.509851932525635,30.14152717590332,60.61918258666992,30.0,83.0,73.0,40.0,18.0,results/scans/C_p113_phase1.parquet,100,0.3553335666656494,0.2802836000919342,19.85303497314453,12.812435150146484,55.78400802612305,40.76891326904297,comprehend,1000.0,10000.0,100000,0.4962646961212158,0.015792876482009888,"30,83,73,40,18",30.0,85.61,0.6666666666666666,0.2407407407407407,strong,fourier_like_strong
C,4,0,0.5,0.01,0,100000,0.6907905340194702,0.09491734206676483,863.0447387695312,5.805328369140625,43.048954010009766,4.93550443649292,30.0,83.0,86.0,27.0,11.0,results/scans/C_p113_phase1.parquet,100,0.2703608572483063,0.36331307888031006,21.548320770263672,10.430158615112305,56.44873046875,40.367671966552734,comprehend,1000.0,1000.0,100000,0.42042967677116394,0.2683957368135452,"30,83,86,27,11",30.0,81.32,0.09259259259259259,0.9074074074074074,strong,fourier_like_strong
C,4,1,0.5,0.031623,0,100000,0.7789773344993591,0.07807598263025284,346.90740966796875,5.0613627433776855,35.31952667236328,9.877079963684082,30.0,83.0,86.0,27.0,11.0,results/scans/C_p113_phase1.parquet,100,0.2710530161857605,0.3606390655040741,21.515140533447266,10.459624290466309,56.45306396484375,40.358577728271484,comprehend,1000.0,1000.0,100000,0.5079243183135986,0.28256308287382126,"30,83,86,27,11",30.0,91.48,0.3148148148148148,0.962962962962963,strong,fourier_like_strong
C,4,2,0.5,0.1,0,100000,0.8089978098869324,0.20501066744327545,28.92475128173828,6.5578436851501465,36.398765563964844,55.90162658691406,53.0,60.0,102.0,11.0,30.0,results/scans/C_p113_phase1.parquet,100,0.27098336815834045,0.3607691526412964,21.383663177490234,10.52845573425293,56.45368576049805,40.29041290283203,comprehend,1000.0,1000.0,100000,0.5380144417285919,0.15575848519802094,"53,60,102,11,30",53.0,86.78,0.42592592592592593,0.38888888888888884,strong,fourier_like_strong
C,4,3,0.5,0.316228,0,100000,0.8637183308601379,0.08695456385612488,32.594268798828125,5.675526142120361,27.853858947753906,41.25282669067383,27.0,86.0,83.0,30.0,43.0,results/scans/C_p113_phase1.parquet,100,0.27301862835884094,0.3400862514972687,20.967880249023438,10.376118659973145,56.40745162963867,39.95741653442383,comprehend,1000.0,1000.0,100000,0.590699702501297,0.2531316876411438,"27,86,83,30,43",27.0,99.86,0.8148148148148148,0.9444444444444444,strong,fourier_like_strong
C,4,4,0.5,1.0,0,100000,0.7523059844970703,0.11679868400096893,30.481775283813477,5.502402305603027,34.51698303222656,35.69839096069336,30.0,83.0,86.0,27.0,11.0,results/scans/C_p113_phase1.parquet,100,0.2745172083377838,0.3375455141067505,19.733905792236328,10.169159889221191,56.32810974121094,39.20181655883789,comprehend,1000.0,1000.0,100000,0.4777887761592865,0.22074683010578156,"30,83,86,27,11",30.0,87.04,0.24074074074074073,0.7777777777777778,strong,fourier_like_strong
C,5,0,0.6,0.01,0,100000,0.7265480160713196,0.09605998545885086,566.756103515625,5.811596870422363,45.02476119995117,6.618832588195801,5.0,108.0,92.0,21.0,18.0,results/scans/C_p113_phase1.parquet,100,0.23425401747226715,0.24220682680606842,20.762096405029297,8.291817665100098,56.789852142333984,32.96046829223633,comprehend,1000.0,1000.0,100000,0.49229399859905243,0.14614684134721756,"5,108,92,21,18",5.0,86.0,0.2037037037037037,0.8888888888888888,strong,fourier_like_strong
C,5,1,0.6,0.031623,0,100000,0.8492519855499268,0.12107791751623154,107.25373077392578,5.048365592956543,35.25706481933594,20.374597549438477,10.0,103.0,92.0,21.0,5.0,results/scans/C_p113_phase1.parquet,100,0.23375490307807922,0.24600599706172943,20.733530044555664,8.334562301635742,56.807918548583984,32.939964294433594,comprehend,1000.0,1000.0,100000,0.6154970824718475,0.1249280795454979,"10,103,92,21,5",10.0,98.29,0.6481481481481481,0.7407407407407407,strong,fourier_like_strong
C,5,2,0.6,0.1,0,100000,0.8351125121116638,0.19285938143730164,28.85837745666504,6.563179969787598,37.49842834472656,39.09906768798828,10.0,103.0,92.0,21.0,5.0,results/scans/C_p113_phase1.parquet,100,0.23335959017276764,0.24269549548625946,20.58994483947754,8.275416374206543,56.79253387451172,32.79986572265625,comprehend,1000.0,1000.0,100000,0.6017529219388962,0.049836114048957825,"10,103,92,21,5",10.0,91.29,0.5555555555555556,0.40740740740740744,strong,fourier_like_strong
C,5,3,0.6,0.316228,0,100000,0.7217727899551392,0.15931113064289093,33.839080810546875,4.9145283699035645,38.22195816040039,33.6054573059082,15.0,98.0,95.0,18.0,5.0,results/scans/C_p113_phase1.parquet,100,0.23386693000793457,0.246130108833313,20.192461013793945,8.198359489440918,56.770545959472656,32.50931167602539,comprehend,1000.0,1000.0,100000,0.4879058599472046,0.08681897819042206,"15,98,95,18,5",15.0,80.84,0.16666666666666666,0.5740740740740741,strong,fourier_like_strong
C,5,4,0.6,1.0,0,100000,0.7911193370819092,0.3132435083389282,34.959999084472656,10.470104217529297,30.45203971862793,30.25653839111328,1.0,112.0,57.0,56.0,30.0,results/scans/C_p113_phase1.parquet,100,0.23571760952472687,0.24020987749099731,18.941097259521484,7.8609514236450195,56.64821243286133,31.51057243347168,comprehend,1000.0,1000.0,100000,0.5554017275571823,-0.07303363084793091,"1,112,57,56,30",1.0,76.84,0.3333333333333333,0.16666666666666663,strong,fourier_like_strong
C,6,0,0.7,0.01,0,100000,0.8088721036911011,0.1189994066953659,265.87939453125,6.041656494140625,42.4499397277832,14.173062324523926,5.0,108.0,90.0,23.0,10.0,results/scans/C_p113_phase1.parquet,100,0.20204493403434753,0.27081790566444397,20.707584381103516,7.725095272064209,56.77511978149414,32.27614974975586,comprehend,1000.0,10000.0,100000,0.6068271696567535,0.15181849896907806,"5,108,90,23,10",5.0,94.41,0.4074074074074074,0.7592592592592593,strong,fourier_like_strong
C,6,1,0.7,0.031623,0,100000,0.9086164236068726,0.09248092770576477,50.81796646118164,3.7151753902435303,31.642553329467773,35.13334274291992,5.0,108.0,90.0,23.0,46.0,results/scans/C_p113_phase1.parquet,100,0.20195597410202026,0.27082931995391846,20.67116928100586,7.725198745727539,56.7747688293457,32.248111724853516,comprehend,1000.0,10000.0,100000,0.7066604495048523,0.1783483922481537,"5,108,90,23,46",5.0,100.0,0.9814814814814815,0.9259259259259259,strong,fourier_like_strong
C,6,2,0.7,0.1,0,100000,0.8218975067138672,0.3014993965625763,29.595367431640625,5.080016136169434,33.05082321166992,39.19529342651367,10.0,103.0,90.0,23.0,5.0,results/scans/C_p113_phase1.parquet,100,0.2024504393339157,0.27284589409828186,20.539552688598633,7.67399263381958,56.7623176574707,32.161678314208984,comprehend,1000.0,1000.0,100000,0.6194470673799515,-0.028653502464294434,"10,103,90,23,5",10.0,81.52,0.46296296296296297,0.20370370370370372,strong,fourier_like_strong
C,6,3,0.7,0.316228,0,100000,0.8537754416465759,0.10923516750335693,34.307281494140625,5.414132118225098,30.759164810180664,39.35759353637695,10.0,103.0,90.0,23.0,5.0,results/scans/C_p113_phase1.parquet,100,0.20396411418914795,0.27282750606536865,20.13616943359375,7.594486236572266,56.73147201538086,31.87723731994629,comprehend,1000.0,10000.0,100000,0.649811327457428,0.16359233856201172,"10,103,90,23,5",10.0,99.28,0.7037037037037037,0.8333333333333334,strong,fourier_like_strong
C,6,4,0.7,1.0,0,500000,0.8615368008613586,0.24306683242321014,35.91493225097656,5.490325450897217,28.80931282043457,46.66263198852539,10.0,103.0,108.0,5.0,42.0,results/scans/C_p113_phase1.parquet,100,0.21209518611431122,0.2646939158439636,18.90066909790039,7.26339054107666,56.56879806518555,31.050687789916992,comprehend,10000.0,10000.0,500000,0.6494416147470474,0.02162708342075348,"10,103,108,5,42",10.0,88.87,0.7962962962962963,0.33333333333333337,strong,fourier_like_strong
C,7,0,0.8,0.01,0,100000,0.7079592943191528,0.17916208505630493,615.2752075195312,7.229865074157715,44.8955078125,6.106300354003906,22.0,91.0,102.0,11.0,5.0,results/scans/C_p113_phase1.parquet,100,0.2356494963169098,0.31322988867759705,21.13005828857422,9.458887100219727,56.636844635009766,35.8857536315918,comprehend,1000.0,1000.0,100000,0.47230979800224304,0.13406780362129211,"22,91,102,11,5",22.0,77.67,0.12962962962962962,0.5185185185185186,strong,fourier_like_strong
C,7,1,0.8,0.031623,0,100000,0.8550711274147034,0.14412830770015717,387.21514892578125,5.545516490936279,33.001136779785156,8.364030838012695,22.0,91.0,103.0,10.0,11.0,results/scans/C_p113_phase1.parquet,100,0.23554503917694092,0.3116820454597473,21.085002899169922,9.541223526000977,56.6316032409668,35.83823013305664,comprehend,1000.0,1000.0,100000,0.6195260882377625,0.16755373775959015,"22,91,103,10,11",22.0,96.57,0.7222222222222222,0.6481481481481481,strong,fourier_like_strong
C,7,2,0.8,0.1,0,100000,0.8710243701934814,0.14395450055599213,29.18549919128418,4.088085651397705,31.01028823852539,39.1167106628418,11.0,102.0,103.0,10.0,5.0,results/scans/C_p113_phase1.parquet,100,0.23461560904979706,0.3082321584224701,20.94828987121582,9.457776069641113,56.64594268798828,35.69350814819336,comprehend,1000.0,1000.0,100000,0.6364087611436844,0.16427765786647797,"11,102,103,10,5",11.0,96.58,0.8888888888888888,0.6666666666666667,strong,fourier_like_strong
C,7,3,0.8,0.316228,0,100000,0.9001822471618652,0.1122961938381195,29.481393814086914,5.910048007965088,27.780189514160156,54.774269104003906,10.0,103.0,91.0,22.0,5.0,results/scans/C_p113_phase1.parquet,100,0.23617179691791534,0.31363850831985474,20.55579376220703,9.384895324707031,56.58989715576172,35.554725646972656,comprehend,1000.0,1000.0,100000,0.6640104502439499,0.20134231448173523,"10,103,91,22,5",10.0,99.04,0.9444444444444444,0.7962962962962963,strong,fourier_like_strong
C,7,4,0.8,1.0,0,100000,0.8416248559951782,0.19173282384872437,31.534509658813477,5.654740810394287,26.33224868774414,48.543479919433594,10.0,103.0,102.0,11.0,5.0,results/scans/C_p113_phase1.parquet,100,0.24424660205841064,0.3129335939884186,19.324304580688477,8.844474792480469,56.439796447753906,34.793025970458984,comprehend,1000.0,1000.0,100000,0.5973782539367676,0.12120077013969421,"10,103,102,11,5",10.0,91.99,0.5740740740740741,0.4444444444444444,strong,fourier_like_strong
C,7,5,0.8,3.162278,0,500000,0.7148444652557373,0.6333666443824768,30.58421516418457,2.0285391807556152,19.79798126220703,50.972164154052734,2.0,111.0,109.0,4.0,14.0,results/scans/C_p113_phase1.parquet,100,0.27006426453590393,0.32595324516296387,15.985274314880371,7.950352191925049,55.957977294921875,32.62924575805664,comprehend,10000.0,10000.0,500000,0.4447802007198334,-0.30741339921951294,"2,111,109,4,14",2.0,49.1,0.14814814814814814,0.01851851851851849,moderate,fourier_like_moderate
C,8,0,0.9,0.01,0,100000,0.8592036366462708,0.0501822754740715,694.1856079101562,4.7878570556640625,38.97383117675781,7.0035014152526855,54.0,59.0,104.0,9.0,27.0,results/scans/C_p113_phase1.parquet,100,0.2681954503059387,0.20822861790657043,20.884828567504883,9.196738243103027,56.618507385253906,33.759517669677734,comprehend,1000.0,1000.0,100000,0.591008186340332,0.15804634243249893,"54,59,104,9,27",54.0,99.86,0.7777777777777778,0.9814814814814815,strong,fourier_like_strong
C,8,1,0.9,0.031623,0,100000,0.909119725227356,0.1114439144730568,68.2398681640625,3.877228260040283,30.927104949951172,32.96381378173828,54.0,59.0,108.0,5.0,9.0,results/scans/C_p113_phase1.parquet,100,0.26848065853118896,0.20781253278255463,20.8443603515625,9.165200233459473,56.60911178588867,33.72981262207031,comprehend,1000.0,1000.0,100000,0.640639066696167,0.09636861830949783,"54,59,108,5,9",54.0,99.11,1.0,0.8148148148148149,strong,fourier_like_strong
C,8,2,0.9,0.1,0,500000,0.8584516644477844,0.19252921640872955,25.357192993164062,3.9533095359802246,31.389324188232422,35.84886169433594,54.0,59.0,104.0,9.0,43.0,results/scans/C_p113_phase1.parquet,100,0.26864102482795715,0.20747457444667816,20.713069915771484,9.127710342407227,56.59783172607422,33.62342834472656,comprehend,10000.0,10000.0,500000,0.5898106396198273,0.014945358037948608,"54,59,104,9,43",54.0,92.65,0.7592592592592593,0.42592592592592593,strong,fourier_like_strong
C,8,3,0.9,0.316228,0,500000,0.9072399735450745,0.09912559390068054,33.169281005859375,4.724093437194824,24.65840721130371,38.079219818115234,54.0,59.0,104.0,9.0,43.0,results/scans/C_p113_phase1.parquet,100,0.2665424048900604,0.20323750376701355,20.28110694885254,9.022119522094727,56.57956314086914,33.172237396240234,comprehend,10000.0,10000.0,500000,0.640697568655014,0.10411190986633301,"54,59,104,9,43",54.0,100.0,0.9629629629629629,0.8703703703703703,strong,fourier_like_strong
C,8,4,0.9,1.0,0,100000,0.8527641892433167,0.26131686568260193,28.429401397705078,4.468386650085449,24.104476928710938,38.516136169433594,27.0,86.0,104.0,9.0,43.0,results/scans/C_p113_phase1.parquet,100,0.26929742097854614,0.1990528553724289,19.040916442871094,8.556775093078613,56.439231872558594,32.08696365356445,comprehend,1000.0,1000.0,100000,0.5834667682647705,-0.062264010310173035,"27,86,104,9,43",27.0,87.2,0.6851851851851852,0.2592592592592593,strong,fourier_like_strong
